timestamp,new,link,sentiment,sentiment_score,importance,importance_score,topic,topic_score
2020-05-18 04:13:45,U.S.-China Fight Over Chip Kingpin Rattles Tech Industry,https://finance.yahoo.com/news/global-chipmaking-kingpin-gets-dragged-010627179.html?.tsrc=rss,Negative,0.7824397087097168,High,0.5972182154655457,Geopolitical,0.46989914774894714
2020-05-19 02:22:52,"Sony, Microsoft Strike Deal on Tiny AI Chip With Huge Potential",https://finance.yahoo.com/news/sony-microsoft-strike-deal-tiny-022252306.html?.tsrc=rss,Positive,0.8758103847503662,High,0.8222267627716064,Macro,0.7611283659934998
2020-06-10 20:34:34,The Federal Reserve’s actions ‘have been one of the main ingredients of recovery’: Parrish Capital,https://finance.yahoo.com/video/federal-actions-one-main-ingredients-203434175.html?.tsrc=rss,Positive,0.9426831603050232,High,0.6674646735191345,Macro,0.5876034498214722
2020-07-03 03:36:51,Taiwan's Foxconn says customs clearing procedures in India have been resolved,https://finance.yahoo.com/news/taiwans-foxconn-says-customs-clearing-033651359.html?.tsrc=rss,Positive,0.674256443977356,High,0.3918554186820984,Macro,0.6327997446060181
2020-07-07 08:23:24,Samsung’s Profit Beat May Precede Slowing Chip Sales Growth,https://finance.yahoo.com/news/samsung-earnings-buoyed-chip-demand-234526640.html?.tsrc=rss,Negative,0.5905010104179382,High,0.5304059386253357,Macro,0.7525213360786438
2020-07-15 19:15:48,"To support these valuations, we need to see a 'follow-through' in earnings expectations: Strategist",https://finance.yahoo.com/video/expert-stock-market-rebound-support-191548894.html?.tsrc=rss,Positive,0.573524534702301,High,0.5562120079994202,Macro,0.6913325786590576
2020-07-16 07:17:28,Top China Chipmaker SMIC More than Triples in Shanghai Debut,https://finance.yahoo.com/news/top-china-chipmaker-smic-more-012644190.html,Positive,0.8559955358505249,High,0.791484534740448,Macro,0.8271266222000122
2020-07-17 12:08:11,Apple to Gain a New Chinese iPhone Maker During a Trade War,https://finance.yahoo.com/news/apple-gain-chinese-iphone-maker-120811630.html,Positive,0.774674117565155,High,0.6085231900215149,Geopolitical,0.6594170928001404
2020-07-20 08:30:51,Chinese AirPods Maker Soars on Deal to Assemble iPhone Amid Trade Tensions,https://finance.yahoo.com/news/chinese-airpods-maker-soars-deal-042657171.html,Positive,0.6920065879821777,High,0.8163092732429504,Macro,0.49163544178009033
2020-08-03 17:36:45,"US STOCKS-Microsoft, Apple lift Wall St as investors await stimulus",https://finance.yahoo.com/news/us-stocks-microsoft-apple-lift-173645598.html,Positive,0.8992144465446472,High,0.6232810616493225,Macro,0.7799099683761597
2020-08-05 08:07:12,"Sharp reports 38% drop in first-quarter operating profit, beats analyst estimates",https://finance.yahoo.com/news/sharp-reports-38-drop-first-080712338.html,Neutral,0.4321998357772827,High,0.44623062014579773,Macro,0.6758652925491333
2020-08-13 04:49:14,"China’s Days as World’s Factory Are Over, IPhone Maker Says",https://finance.yahoo.com/news/hon-hai-beats-profit-estimates-060452592.html,Negative,0.9356408715248108,High,0.5008304715156555,Macro,0.8060570955276489
2020-08-18 09:58:39,IPhone Supplier Catcher to Sell China Units for $1.4 Billion,https://finance.yahoo.com/news/iphone-supplier-catcher-sell-china-095839789.html,Positive,0.7524307370185852,High,0.7688934803009033,Macro,0.7061659693717957
2020-08-24 03:02:29,"Apple Korea, under antitrust probe, proposes $84 mln to support small businesses",https://finance.yahoo.com/news/apple-korea-under-antitrust-probe-030229770.html?.tsrc=rss,Positive,0.5064663290977478,High,0.5073109865188599,Macro,0.5554302334785461
2020-08-24 08:55:39,Tencent Gains $37 Billion After U.S. Reassures on WeChat Ban,https://finance.yahoo.com/news/tencent-gains-26-billion-u-023038500.html?.tsrc=rss,Positive,0.8404428362846375,High,0.7385692000389099,Macro,0.5108902454376221
2020-09-02 13:43:00,Apple Loses Relief Motion in Patent Case Against VirnetX,https://finance.yahoo.com/m/1479835e-8974-3b0b-bbb6-d2b4e2dfa4ed/apple-loses-relief-motion-in.html,Negative,0.950715959072113,High,0.5620222687721252,Macro,0.6574329137802124
2020-09-02 14:29:00,VirnetX Beats Apple Again in Decade-Old Patent Lawsuit,https://finance.yahoo.com/news/virnetx-beats-apple-again-decade-142900358.html,Positive,0.8220335841178894,High,0.6539108753204346,Macro,0.5801839828491211
2020-09-04 10:00:00,Billionaire investor Mario Gabelli: My taxes ‘should’ go up,https://finance.yahoo.com/video/billionaire-investor-mario-gabelli-taxes-100000280.html,Positive,0.53562331199646,High,0.7420493364334106,Macro,0.6816243529319763
2020-09-09 18:50:27,7 Undervalued Stocks to Buy Before They’re Blasting Off Again,https://finance.yahoo.com/news/7-undervalued-stocks-buy-blasting-185027931.html,Positive,0.6544467210769653,Low,0.7983372807502747,Macro,0.5564950108528137
2020-09-14 11:12:18,iPhone Makers Among Winners in $6.6 Billion India Plan,https://finance.yahoo.com/news/iphone-makers-said-among-winners-024451354.html,Positive,0.9750765562057495,High,0.805484414100647,Macro,0.520035982131958
2020-09-16 19:29:28,"GLOBAL MARKETS-Shares gain, dollar firm as Fed sticks to agenda of near-zero rates",https://finance.yahoo.com/news/global-markets-shares-gain-dollar-192928919.html?.tsrc=rss,Positive,0.5519864559173584,Low,0.5478174686431885,Macro,0.6063351035118103
2020-09-17 12:00:41,Peloton's major rival Tonal just raised $110 million from athletes like Stephen Curry,https://finance.yahoo.com/news/pelotons-rival-tonal-raised-110-million-from-atheletes-like-stephen-curry-120041855.html?.tsrc=rss,Positive,0.706087052822113,High,0.7909362316131592,Financial Assets,0.8413068056106567
2020-10-06 15:30:21,iPhone Makers Win Nod for $143 Billion India Manufacturing Plan,https://finance.yahoo.com/news/iphone-makers-win-nod-143-153021662.html?.tsrc=rss,Positive,0.974337100982666,High,0.8673816919326782,Macro,0.6258688569068909
2020-10-08 09:53:11,TSMC Leads Chipmakers’ Sales Surge Ahead of New iPhones,https://finance.yahoo.com/news/tsmc-third-quarter-sales-surge-055258718.html?.tsrc=rss,Positive,0.9154554009437561,High,0.7241060137748718,Macro,0.8956318497657776
2020-10-12 11:52:03,"Dow Jones Futures Up, Tech Futures Signal Strong Stock Market Rally Despite Stimulus Talks At 'Impasse'; Apple iPhone, Amazon Prime Day On Tap",https://finance.yahoo.com/m/87570291-0116-3c66-958f-a171dda457bf/dow-jones-futures-up%2C-tech.html,Positive,0.9450706839561462,High,0.5809299945831299,Macro,0.5011451244354248
2020-10-13 17:21:00,Stocks Mixed But This Dow Jones Stock Rises; Two Chip Stocks Break Out,https://finance.yahoo.com/m/716e6389-b367-3b66-a3cd-d04dc1a66867/stocks-mixed-but-this-dow.html,Positive,0.7618842124938965,High,0.9028748273849487,Macro,0.7412538528442383
2020-10-21 21:00:00,Apple’s Shifting Supply Chain Creates Boomtowns in Rural Vietnam,https://finance.yahoo.com/news/apple-shifting-supply-chain-creates-210000612.html,Positive,0.9610627293586731,High,0.7595742344856262,Macro,0.8768434524536133
2020-10-27 07:55:20,"Apple Plans Smaller AirPods Pro, Revamped Entry-Level Model",https://finance.yahoo.com/news/apple-developing-smaller-airpods-pro-100000090.html,Positive,0.6434457898139954,Low,0.45762205123901367,Macro,0.5977171063423157
2020-10-28 01:03:55,AMD’s $35 Billion Deal Pushes 2020 Toward a Record for Chip M&amp;A,https://finance.yahoo.com/news/amd-35-billion-deal-pushes-010355468.html?.tsrc=rss,Positive,0.9283037781715393,High,0.8409488201141357,Macro,0.5245493054389954
2020-11-03 01:17:24,Apple to Launch MacBooks With Own Chips Next Week,https://finance.yahoo.com/news/apple-hold-nov-10-event-172822723.html,Positive,0.59062260389328,High,0.503079354763031,Macro,0.8821240663528442
2020-11-09 06:00:25,Apple Puts iPhone Maker Pegatron On Probation Over Labor Violations,https://finance.yahoo.com/news/apple-puts-iphone-maker-pegatron-060025843.html,Negative,0.8650972843170166,High,0.3995946943759918,Macro,0.8236048817634583
2020-11-13 22:45:31,Muhlenkamp &amp; Co.'s Top 4 Trades of the 3rd Quarter,https://finance.yahoo.com/news/muhlenkamp-co-top-4-trades-224531161.html?.tsrc=rss,Positive,0.5979983806610107,High,0.46095147728919983,Macro,0.47351834177970886
2020-11-25 06:30:00,South Korea Unveils AI Chip to Maintain Semiconductor Leadership,https://finance.yahoo.com/news/south-korea-unveils-ai-chip-063000516.html?.tsrc=rss,Positive,0.8285809755325317,High,0.6143186092376709,Geopolitical,0.48077788949012756
2020-12-07 16:43:30,"Bob Dylan's Latest Tune Is ‘Hey, Mr. Cash Machine Man’",https://finance.yahoo.com/news/bob-dylans-latest-tune-hey-164330832.html?.tsrc=rss,Positive,0.7475311160087585,High,0.7391300797462463,Financial Assets,0.5892553925514221
2020-12-14 02:10:16,"Apple Probes iPhone Supplier After Worker Protests Over Wages, Working Hours Turn Violent In India",https://finance.yahoo.com/news/iphone-factory-vandalized-workers-india-021016263.html?.tsrc=rss,Negative,0.8249715566635132,High,0.524971604347229,Macro,0.6633242964744568
2020-12-15 04:28:31,Apple Supplier's iPhone Factory Suffers $7M In Damages During Violent Worker Protests,https://finance.yahoo.com/news/apple-suppliers-iphone-factory-suffers-042831828.html?.tsrc=rss,Negative,0.8397077918052673,High,0.5898581743240356,Macro,0.8105710744857788
2020-12-15 15:04:15,"Dow Jones Rebounds, Stocks Climb On Stimulus Compromise; Baidu Looks Into EVs, Apple Boosts iPhone Output",https://finance.yahoo.com/m/e1db873b-4c24-3592-a15a-77fdb9c2862e/dow-jones-rebounds%2C-stocks.html,Positive,0.9413903951644897,High,0.5482451319694519,Macro,0.7532198429107666
2020-12-16 03:14:11,Japan shares rise on Wall Street gains; Apple suppliers shine,https://finance.yahoo.com/news/japan-shares-rise-wall-street-031411321.html,Positive,0.7835299372673035,High,0.5088684558868408,Macro,0.7663698792457581
2020-12-16 06:53:43,Nikkei ends higher on Wall Street cues; Apple-related shares gain,https://finance.yahoo.com/news/nikkei-ends-higher-wall-street-065343428.html,Positive,0.8276781439781189,High,0.5410165190696716,Macro,0.7245728969573975
2020-12-17 12:09:59,Indian trade union slams govt for failing to address worker woes after Wistron violence,https://finance.yahoo.com/news/indian-trade-union-slams-govt-120959187.html,Negative,0.796760082244873,High,0.37500259280204773,Macro,0.7153903245925903
2020-12-21 02:53:05,iPhone Maker Slides After Riot Spurs Apple to Suspend Business,https://finance.yahoo.com/news/iphone-maker-slides-riot-spurs-025305351.html?.tsrc=rss,Negative,0.9311884045600891,Low,0.5534970760345459,Macro,0.6245371699333191
2020-12-23 11:00:20,Apple's $549 AirPods Max Headphones Offer Big Sound and Bugs: Review,https://finance.yahoo.com/news/apples-549-airpods-max-headphones-110020043.html,Negative,0.9264401197433472,High,0.7416132688522339,Macro,0.7618236541748047
2020-12-28 21:05:37,"Apple Stock, CMG, PYPL Among Top Tech Stocks, Retailers To Watch",https://finance.yahoo.com/m/c1a10da3-1a9b-3560-a079-574fc20e68bb/apple-stock%2C-cmg%2C-pypl-among.html?.tsrc=rss,Positive,0.8582941293716431,High,0.7277045845985413,Macro,0.5049735903739929
2020-12-30 16:48:00,‘We’re envisioning a world where there’s an AI that you trust’: LivePerson CEO,https://finance.yahoo.com/video/envisioning-world-where-ai-trust-164800024.html?.tsrc=rss,Positive,0.681303858757019,High,0.6075162291526794,Macro,0.6360471844673157
2021-01-05 14:00:00,iPhone Supply Chain Sends Bullish Signal on 5G After Tepid Start,https://finance.yahoo.com/news/iphone-supply-chain-sends-bullish-140000006.html?.tsrc=rss,Positive,0.9962440729141235,High,0.9512489438056946,Macro,0.8458741307258606
2021-01-05 21:27:33,Dow Jones Gains 168 Points Amid Georgia Senate Vote; These 4 Stocks Break Out,https://finance.yahoo.com/m/ead89ce9-5ce3-3783-9a62-b4e9e5e24d70/dow-jones-gains-168-points.html?.tsrc=rss,Positive,0.9535805583000183,High,0.7555142045021057,Geopolitical,0.6649053692817688
2021-01-08 03:21:50,China’s Baidu Teams With Geely on Electric Cars,https://finance.yahoo.com/news/china-baidu-teams-geely-electric-032150096.html?.tsrc=rss,Positive,0.7079027891159058,High,0.5041785836219788,Macro,0.8864485025405884
2021-01-08 05:41:36,Apple Supplier TSMC’s Quarterly Revenue Hits Record on Strong iPhone Demand,https://finance.yahoo.com/news/apple-supplier-tsmc-quarterly-revenue-054136718.html?.tsrc=rss,Positive,0.9544059038162231,High,0.791513204574585,Macro,0.8662332892417908
2021-01-08 09:09:48,Hyundai Walks Back Confirmation It’s in Talks Over Apple Car,https://finance.yahoo.com/news/hyundai-walks-back-linking-apple-045821609.html?.tsrc=rss,Negative,0.9788253307342529,High,0.56959068775177,Macro,0.6816222667694092
2021-01-12 09:45:11,Missing Chips Snarl Car Production at Factories Worldwide,https://finance.yahoo.com/news/missing-chips-snarl-car-production-104929242.html?.tsrc=rss,Negative,0.8421670794487,High,0.41296762228012085,Macro,0.851262629032135
2021-01-13 02:50:09,TSMC Profit Surge Cements Kingpin Role in Global Chip Crunch,https://finance.yahoo.com/news/tsmc-surging-profit-cements-kingpin-041420774.html?.tsrc=rss,Positive,0.5032997131347656,High,0.804375410079956,Macro,0.8100422024726868
2021-01-13 10:00:00,Media should ‘stop giving Trump a platform’: Billionaire media mogul,https://finance.yahoo.com/video/media-stop-giving-trump-platform-100000706.html?.tsrc=rss,Negative,0.9584593772888184,High,0.6991157531738281,Macro,0.5217421650886536
2021-01-14 11:00:00,Influencers with Andy Serwer: Haim Saban,https://finance.yahoo.com/video/influencers-andy-serwer-haim-saban-110000035.html,Positive,0.6670508980751038,High,0.6779298186302185,Macro,0.822380781173706
2021-01-15 01:30:03,TSMC’s $28 Billion Spending Blitz Ignites a Global Chip Rally,https://finance.yahoo.com/news/tsmc-spend-28-billion-2021-064820722.html,Positive,0.9736639261245728,High,0.7971562743186951,Macro,0.7306233048439026
2021-01-15 04:25:17,Chipmaking Tool Supplier Expects Demand Boom to Last Years,https://finance.yahoo.com/news/chipmaking-tool-supplier-expects-demand-042517456.html,Positive,0.9805594086647034,High,0.8292705416679382,Macro,0.922061562538147
2021-01-15 20:02:38,"Going on a Tear Once Again, Tread Carefully With Canoo Stock",https://finance.yahoo.com/news/going-tear-once-again-tread-200238687.html?.tsrc=rss,Negative,0.9349180459976196,High,0.6096842885017395,Macro,0.5865883827209473
2021-01-16 14:21:06,Haim Saban explains why the Fox-Disney merger ‘stumped’ him,https://finance.yahoo.com/video/haim-saban-explains-why-fox-142106581.html?.tsrc=rss,Negative,0.7124744057655334,High,0.6068916916847229,Macro,0.674590528011322
2021-01-18 17:02:09,Sequoia Said to Invest in Auto1 at $7.2 Billion Value Before IPO,https://finance.yahoo.com/news/sequoia-said-invest-auto1-7-170209744.html,Positive,0.7728514075279236,High,0.7034400105476379,Macro,0.8236131072044373
2021-01-19 14:45:24,A Year of Poor Planning Led to Carmakers’ Massive Chip Shortage,https://finance.yahoo.com/news/poor-planning-led-carmakers-massive-144524236.html?.tsrc=rss,Negative,0.961771547794342,High,0.532458484172821,Macro,0.8410151600837708
2021-01-20 07:20:00,MediaTek taps TSMC 6-nanometer tech for new flagship 5G phone chips,https://finance.yahoo.com/news/mediatek-taps-tsmc-6-nanometer-072000141.html,Positive,0.4918937683105469,High,0.5645928382873535,Macro,0.9228417873382568
2021-01-21 08:15:43,Apple Supplier Pegatron Prepares To Make iPhones In India With $150M Investment,https://finance.yahoo.com/news/apple-supplier-pegatron-prepares-iphones-081543565.html,Positive,0.6697636246681213,High,0.5987851619720459,Macro,0.7067961692810059
2021-01-21 11:00:17,Apple’s First Headset to Be Niche Precursor to Eventual AR Glasses,https://finance.yahoo.com/news/apple-first-headset-niche-precursor-110017969.html,Positive,0.788262665271759,High,0.7307183742523193,Macro,0.7313255071640015
2021-01-22 14:42:07,Intel Tumbles After New CEO Recommits to Chip Manufacturing,https://finance.yahoo.com/news/intel-gives-upbeat-forecast-demand-210518064.html,Negative,0.9013038277626038,High,0.4188920557498932,Macro,0.8078120946884155
2021-01-22 15:27:03,"Q4 Earnings Come to Regional Banks: ALLY, HBAN &amp; More",https://finance.yahoo.com/news/q4-earnings-come-regional-banks-152703479.html?.tsrc=rss,Positive,0.7674753069877625,High,0.4454522728919983,Financial Assets,0.6907419562339783
2021-01-22 15:38:03,"IBM's Q4 Earnings Beat Estimates, Stock Down on Revenue Miss",https://finance.yahoo.com/news/ibms-q4-earnings-beat-estimates-153803075.html?.tsrc=rss,Negative,0.4066116511821747,Low,0.41431906819343567,Macro,0.6621540784835815
2021-01-24 11:51:27,"Earnings to Watch Next Week: Microsoft, Apple, Tesla and Facebook in Focus",https://finance.yahoo.com/news/earnings-watch-next-week-microsoft-115127914.html?.tsrc=rss,Positive,0.646692156791687,High,0.7370578050613403,Macro,0.756108820438385
2021-01-25 21:06:20,The World Is Dangerously Dependent on Taiwan for Semiconductors,https://finance.yahoo.com/news/world-dangerously-dependent-taiwan-semiconductors-210620534.html,Negative,0.8206594586372375,High,0.8654831051826477,Macro,0.7871114015579224
2021-01-26 12:30:55,5G Stocks To Buy And Watch: Apple Earnings Due Amid 5G 'Supercycle' Expectations,https://finance.yahoo.com/m/2507e9a5-e909-3ae6-b29e-1121de262af0/5g-stocks-to-buy-and-watch%3A.html?.tsrc=rss,Positive,0.8610081076622009,High,0.6645044684410095,Macro,0.7668145298957825
2021-01-26 12:56:47,College Dropout Becomes Billionaire With Chinese Gaming Platform,https://finance.yahoo.com/news/college-dropout-becomes-billionaire-chinese-210000752.html?.tsrc=rss,Positive,0.8635031580924988,High,0.6373469829559326,Macro,0.5487739443778992
2021-01-27 02:21:36,"LG Display reports stronger profit on iPhone demand, rising panel prices",https://finance.yahoo.com/news/lg-display-reports-stronger-profit-022136848.html?.tsrc=rss,Positive,0.8834410309791565,High,0.530959963798523,Macro,0.874359667301178
2021-01-27 14:49:21,Kenyan tech entrepreneur explains why he turned down a scholarship to Harvard,https://finance.yahoo.com/video/kenyan-tech-entrepreneur-explains-why-144921570.html?.tsrc=rss,Negative,0.42548230290412903,High,0.457379013299942,Macro,0.5498780012130737
2021-01-28 06:52:15,"War on Wall Street, GDP &amp; Jobless Claims, Earnings Deluge - What's up in Markets",https://finance.yahoo.com/news/war-wall-street-gdp-jobless-065215367.html,Negative,0.8598452210426331,High,0.5287628769874573,Macro,0.8011810183525085
2021-01-28 13:00:05,Samsung Net Profit Misses Estimates After 5G iPhone’s Debut,https://finance.yahoo.com/news/samsung-net-profit-misses-estimates-001526522.html,Negative,0.9834417700767517,Low,0.5472899675369263,Macro,0.7931617498397827
2021-01-29 05:47:45,SK Hynix Sounds Upbeat Note on Chip Demand After Tripling Profit,https://finance.yahoo.com/news/sk-hynix-sounds-upbeat-note-054745034.html,Positive,0.9939217567443848,High,0.7933738231658936,Macro,0.8644852638244629
2021-01-29 11:00:00,Young Kenyan entrepreneur explains why he admires Bill Gates and Warren Buffett,https://finance.yahoo.com/video/young-kenyan-entrepreneur-explains-why-110000096.html?.tsrc=rss,Positive,0.6882917881011963,High,0.59779953956604,Macro,0.5964120030403137
2021-02-02 16:53:00,"Apple Could Partner With Hyundai for Apple Car, Says Analyst",https://finance.yahoo.com/m/a8b27b25-76fe-3d74-b3b0-29484fd1c8ed/apple-could-partner-with.html?.tsrc=rss,Positive,0.7914323210716248,High,0.5027726888656616,Macro,0.896775484085083
2021-02-04 00:45:31,"Sony Surges to 20-Year High as IPhone, Games Spur Outlook Hike",https://finance.yahoo.com/news/sony-boosts-forecasts-profits-smash-061121044.html,Positive,0.971910834312439,High,0.8966296911239624,Macro,0.779019296169281
2021-02-05 18:15:28,"Dow Rallies As J&amp;J Gains, Senate OKs Budget Plan For Biden Stimulus Bill",https://finance.yahoo.com/m/3bbdce70-aeaa-3aea-b89c-7a59a6783528/dow-rallies-as-j%26j-gains%2C.html,Positive,0.8299906253814697,High,0.5543253421783447,Macro,0.5568432211875916
2021-02-05 21:35:33,"Apple Talks With Hyundai, Kia on Electric Car Paused Recently",https://finance.yahoo.com/news/apple-talks-hyundai-kia-electric-213533914.html?.tsrc=rss,Negative,0.483053982257843,High,0.47908294200897217,Macro,0.8245094418525696
2021-02-08 00:04:58,"Hyundai, Kia Shares Fall, Did-They-Didn’t-They Game Over Apple Talks Continues",https://finance.yahoo.com/news/hyundai-kia-shares-fall-did-000458655.html?.tsrc=rss,Negative,0.9435940980911255,Low,0.7197485566139221,Macro,0.7210404872894287
2021-02-08 01:31:36,Chip Shortage Spirals Beyond Cars to Phones and Consoles,https://finance.yahoo.com/news/chip-shortage-spirals-beyond-cars-200059989.html?.tsrc=rss,Negative,0.8156814575195312,High,0.4417683184146881,Macro,0.8461902737617493
2021-02-08 07:45:17,"Apple Car Talks Aren’t Happening, Say Automakers Hyundai, Kia",https://finance.yahoo.com/news/hyundai-kia-aren-t-ev-001457674.html,Negative,0.8435066938400269,Low,0.5161118507385254,Macro,0.812688946723938
2021-02-08 21:36:35,Tom Gayner's Top 5 Trades of the 4th Quarter,https://finance.yahoo.com/news/tom-gayners-top-5-trades-213635076.html?.tsrc=rss,Positive,0.6113798022270203,High,0.4069647789001465,Macro,0.4337943494319916
2021-02-09 11:41:45,Apple Partner Wistron to Restart Riot-Hit iPhone Factory in India,https://finance.yahoo.com/news/apple-partner-wistron-restart-riot-114145371.html?.tsrc=rss,Positive,0.5171245336532593,High,0.5479365587234497,Macro,0.6299428939819336
2021-02-09 13:01:01,Contactless Payments Gaining Traction: 5 Stocks to Watch,https://finance.yahoo.com/news/contactless-payments-gaining-traction-5-130101562.html?.tsrc=rss,Positive,0.9508447051048279,High,0.7082852721214294,Macro,0.5846110582351685
2021-02-11 20:10:16,Billionaire Paul Tudor Jones’ Top 10 Stock Picks,https://finance.yahoo.com/news/billionaire-paul-tudor-jones-top-181016737.html,Positive,0.8234259486198425,High,0.7701849937438965,Financial Assets,0.42029067873954773
2021-02-13 14:30:00,This Growth Stock Is a Terrific Bargain Right Now,https://finance.yahoo.com/m/685ddc4a-2a4b-36d4-8ce1-f91bc7a2cc3e/this-growth-stock-is-a.html?.tsrc=rss,Positive,0.992770791053772,High,0.4931083917617798,Macro,0.6988047361373901
2021-02-13 18:19:00,Investors Haven’t Figured Out This Company Is Growing Like a Chip Stock—Yet,https://finance.yahoo.com/m/4ef9dd7a-0b74-3de5-9fd4-51e076398afb/investors-haven%E2%80%99t-figured-out.html?.tsrc=rss,Positive,0.9046474099159241,High,0.8964524269104004,Macro,0.5888746380805969
2021-02-13 18:21:20,Billionaire Ken Fisher’s Top 10 Stock Picks,https://finance.yahoo.com/news/billionaire-ken-fisher-top-10-182120323.html,Positive,0.8076171875,High,0.7425740361213684,Financial Assets,0.4873630404472351
2021-02-16 17:17:00,Dow Jones Hits New High As Stock Market Gains Fade; Bitcoin Soars Again,https://finance.yahoo.com/m/6bc80ba6-ad24-3573-ae72-f863fea64521/dow-jones-hits-new-high-as.html?.tsrc=rss,Positive,0.5705045461654663,High,0.8544337153434753,Financial Assets,0.4992910921573639
2021-02-17 13:18:21,"Dow Jones Futures: Apple, Tesla Test Support As JPMorgan, Caterpillar Break Out; 7 Key Earnings",https://finance.yahoo.com/m/2cce3ed3-3dd9-325a-aac5-294fd99d3b44/dow-jones-futures%3A-apple%2C.html?.tsrc=rss,Positive,0.8190947771072388,High,0.5971022248268127,Macro,0.7004596590995789
2021-02-17 19:03:17,"Texas Power Failures Shut Chip Factories, Squeezing Tight Supply",https://finance.yahoo.com/news/texas-power-failures-shut-chip-173423320.html,Negative,0.882936418056488,High,0.36929672956466675,Macro,0.9024494290351868
2021-02-17 21:00:19,The massive chip shortage highlights the single weakest link in the auto supply chain,https://finance.yahoo.com/news/chip-shortage-highlights-the-single-weakest-link-in-the-auto-supply-chain-210019402.html,Negative,0.6523261666297913,High,0.5479152798652649,Macro,0.9045405983924866
2021-02-18 07:12:27,"Biden Team Pressing Taiwan, Allies on Auto Chip Shortfall",https://finance.yahoo.com/news/biden-aide-deese-asks-taiwan-024937610.html?.tsrc=rss,Negative,0.6873953342437744,High,0.466647207736969,Geopolitical,0.8287984132766724
2021-02-18 10:36:28,Apple Supplier SiTime Raises $190.5M At 9.5% Discount,https://finance.yahoo.com/news/apple-supplier-sitime-raises-190-103628274.html?.tsrc=rss,Positive,0.7328527569770813,Medium,0.4648168087005615,Macro,0.8241872787475586
2021-02-18 21:01:42,Top 4th-Quarter Trades of Jeremy Grantham's Firm,https://finance.yahoo.com/news/top-4th-quarter-trades-jeremy-210142460.html?.tsrc=rss,Positive,0.7342141270637512,High,0.7666744589805603,Macro,0.545202374458313
2021-02-18 21:38:27,Dow Jones Closes Lower After Jobless Claims Report; GameStop House Hearing Begins,https://finance.yahoo.com/m/f62468e4-3188-3304-a2e3-276251385d8b/dow-jones-closes-lower-after.html,Negative,0.8691287040710449,Low,0.7989415526390076,Macro,0.7215102910995483
2021-02-19 00:30:55,Universal Electronics Inc (UEIC) Q4 2020 Earnings Call Transcript,https://finance.yahoo.com/m/32fd662a-ca7a-3c1e-aacc-945abec3ba9a/universal-electronics-inc.html?.tsrc=rss,Positive,0.5146281123161316,High,0.4495455324649811,Macro,0.6932117342948914
